10000 2
-22 42 1 
-26 -48 0 
38 38 1 
23 -50 0 
-26 -46 0 
-25 42 1 
34 -20 1 
37 -11 1 
32 41 1 
-40 -39 0 
26 -39 0 
-37 15 0 
-29 -30 0 
-23 -30 0 
31 -18 1 
-22 35 1 
-27 -45 0 
23 -42 0 
23 42 1 
26 -12 1 
26 -49 0 
-20 -37 0 
-38 -40 0 
27 -46 0 
27 -14 1 
-36 -46 0 
-30 10 0 
22 -10 1 
-26 12 0 
20 -10 1 
-23 49 1 
29 -18 1 
-37 22 0 
-22 -49 0 
-37 -45 0 
30 -50 0 
20 -41 0 
20 -41 0 
38 -10 1 
-21 50 1 
-39 -49 0 
33 32 1 
33 39 1 
32 30 1 
26 -42 0 
40 -21 1 
-25 38 1 
39 -27 1 
-31 -50 0 
-21 -47 0 
-34 -49 0 
-28 43 1 
22 45 1 
34 42 1 
25 45 1 
20 33 1 
-26 37 1 
-37 -40 0 
32 44 1 
-40 18 0 
-40 19 0 
40 -15 1 
-38 -36 0 
-30 49 1 
33 -21 1 
40 35 1 
-29 10 0 
-21 42 1 
36 -12 1 
22 -46 0 
25 -11 1 
-40 26 0 
-25 -31 0 
-27 -38 0 
40 -26 1 
-39 -37 0 
-27 48 1 
-34 -38 0 
-24 -39 0 
33 49 1 
-35 17 0 
-24 42 1 
34 33 1 
-31 20 0 
-20 32 1 
-29 -43 0 
-26 37 1 
34 40 1 
35 33 1 
-27 -43 0 
-38 10 0 
23 -43 0 
30 -48 0 
-35 -42 0 
-29 -45 0 
31 -44 0 
-31 -35 0 
-28 -44 0 
30 39 1 
-34 -49 0 
-35 -44 0 
20 31 1 
-21 39 1 
23 -13 1 
38 47 1 
27 38 1 
-38 48 1 
28 33 1 
30 -10 1 
-30 48 1 
-22 -30 0 
39 -14 1 
26 -42 0 
-30 -41 0 
37 44 1 
-36 16 0 
24 36 1 
-23 49 1 
25 36 1 
21 -47 0 
31 -14 1 
-37 47 1 
37 -49 0 
-36 47 1 
-38 22 0 
22 42 1 
34 40 1 
-31 -34 0 
26 47 1 
-38 -35 0 
20 -44 0 
21 -42 0 
-28 41 1 
27 -47 0 
21 -34 0 
35 46 1 
-34 15 0 
-38 16 0 
35 47 1 
26 -40 0 
31 47 1 
-37 -30 0 
-23 -31 0 
24 34 1 
-35 -49 0 
-26 -35 0 
22 46 1 
22 -40 0 
39 44 1 
-26 42 1 
35 32 1 
31 -14 1 
-35 10 0 
-29 -30 0 
-23 -40 0 
26 46 1 
-32 15 0 
21 -46 0 
-34 -48 0 
27 -11 1 
-33 -34 0 
36 -24 1 
32 40 1 
28 -12 1 
26 -15 1 
29 48 1 
36 -14 1 
-29 -49 0 
32 -45 0 
-20 -36 0 
30 46 1 
22 35 1 
36 47 1 
-20 30 1 
-26 46 1 
34 31 1 
-24 37 1 
-28 -44 0 
40 38 1 
-33 45 1 
38 -12 1 
-20 44 1 
23 45 1 
40 36 1 
-36 -43 0 
-33 -43 0 
-30 -49 0 
39 -16 1 
-33 12 0 
-23 49 1 
28 -10 1 
-36 -37 0 
21 30 1 
-30 50 1 
39 -17 1 
-29 -50 0 
-30 -37 0 
-23 -34 0 
-40 -50 0 
-27 11 0 
-40 10 0 
21 41 1 
-33 -50 0 
-37 -34 0 
33 -18 1 
40 -30 1 
-26 15 0 
22 -33 0 
34 34 1 
20 -34 0 
-32 -41 0 
32 -50 0 
-30 18 0 
20 37 1 
31 30 1 
-36 -36 0 
-39 -40 0 
29 -17 1 
-34 19 0 
34 -15 1 
-21 50 1 
22 -49 0 
-26 -35 0 
23 -10 1 
35 35 1 
21 -42 0 
-31 -43 0 
-24 41 1 
-37 26 0 
21 -10 1 
31 -16 1 
-21 38 1 
23 44 1 
-27 -41 0 
20 30 1 
37 43 1 
-29 -45 0 
-31 43 1 
-24 -41 0 
22 -36 0 
36 -24 1 
-26 -41 0 
-23 36 1 
-34 -45 0 
37 39 1 
-22 36 1 
21 45 1 
23 43 1 
35 -14 1 
-35 11 0 
24 -12 1 
35 -47 0 
-24 39 1 
-35 47 1 
-23 -39 0 
-31 13 0 
37 37 1 
-27 -37 0 
29 -43 0 
-34 15 0 
21 -38 0 
34 -18 1 
-23 -30 0 
-27 -36 0 
-40 -44 0 
34 43 1 
26 34 1 
22 -39 0 
34 30 1 
28 -50 0 
-26 -33 0 
-22 -47 0 
-29 17 0 
-36 -50 0 
26 36 1 
40 -16 1 
-26 40 1 
36 30 1 
25 48 1 
-26 -31 0 
-32 -34 0 
20 31 1 
-23 43 1 
-21 -40 0 
-36 12 0 
-38 -34 0 
40 35 1 
33 36 1 
-32 11 0 
-31 50 1 
-23 -44 0 
-20 -41 0 
-25 -44 0 
25 39 1 
32 46 1 
-20 -35 0 
21 -44 0 
33 -44 0 
-29 46 1 
40 -20 1 
-23 -36 0 
24 36 1 
21 38 1 
40 -22 1 
-35 50 1 
28 50 1 
-37 -41 0 
-31 -49 0 
-34 -42 0 
36 38 1 
-31 -43 0 
-23 10 0 
40 40 1 
-29 -44 0 
23 49 1 
-26 11 0 
-29 -50 0 
20 33 1 
35 36 1 
37 -13 1 
39 -28 1 
28 -10 1 
-36 -49 0 
-29 -31 0 
-31 -48 0 
-21 -32 0 
-36 19 0 
27 -45 0 
-34 15 0 
35 -25 1 
35 42 1 
40 -19 1 
-36 12 0 
35 -47 0 
-31 13 0 
33 -23 1 
33 46 1 
35 -15 1 
30 39 1 
-36 -40 0 
36 32 1 
-23 -41 0 
22 30 1 
31 -43 0 
-36 50 1 
-26 15 0 
25 46 1 
21 46 1 
28 -47 0 
27 -42 0 
-29 -30 0 
28 -12 1 
36 -22 1 
-40 -34 0 
21 30 1 
-32 -36 0 
-32 -42 0 
-23 46 1 
23 -42 0 
-29 42 1 
-35 -43 0 
-37 -43 0 
29 -44 0 
29 34 1 
-38 21 0 
-22 -48 0 
33 -12 1 
-40 18 0 
-40 -46 0 
39 -29 1 
20 -46 0 
22 -46 0 
-27 39 1 
-20 -40 0 
-31 -41 0 
30 -13 1 
-39 -49 0 
31 -43 0 
-36 -34 0 
22 -12 1 
-31 16 0 
30 -43 0 
-22 -47 0 
-25 48 1 
34 -48 0 
-23 -31 0 
-32 11 0 
40 38 1 
39 50 1 
29 38 1 
23 36 1 
22 -35 0 
30 41 1 
27 -43 0 
-25 48 1 
38 -20 1 
-24 47 1 
-29 43 1 
-37 -49 0 
-34 49 1 
-31 49 1 
40 34 1 
-37 -34 0 
34 40 1 
-40 12 0 
35 -13 1 
-39 -32 0 
-29 18 0 
-27 -43 0 
-22 -41 0 
37 46 1 
-27 45 1 
25 -13 1 
-28 39 1 
38 45 1 
28 -44 0 
-20 50 1 
-23 49 1 
22 -45 0 
-35 -30 0 
-32 16 0 
-30 -36 0 
21 -47 0 
39 -12 1 
-23 39 1 
-21 -34 0 
-33 43 1 
38 45 1 
-24 -43 0 
38 -11 1 
29 44 1 
-40 -42 0 
30 47 1 
-34 -33 0 
29 42 1 
-22 47 1 
39 -22 1 
39 38 1 
-35 -40 0 
36 32 1 
-23 39 1 
-36 -39 0 
33 -46 0 
-38 11 0 
32 -15 1 
-29 10 0 
-31 11 0 
-35 -49 0 
-27 -31 0 
-25 -49 0 
38 -13 1 
-20 45 1 
28 -46 0 
-34 -48 0 
-32 -33 0 
23 -11 1 
-20 -39 0 
38 -12 1 
-30 -46 0 
28 -39 0 
-28 10 0 
35 -21 1 
-20 48 1 
-36 -31 0 
-39 49 1 
35 -15 1 
38 33 1 
-25 -46 0 
-31 49 1 
-32 -40 0 
38 44 1 
32 36 1 
-20 40 1 
36 40 1 
21 48 1 
40 49 1 
31 37 1 
-38 -38 0 
26 -15 1 
-27 -37 0 
-22 -32 0 
28 -15 1 
34 -22 1 
-36 16 0 
-39 -37 0 
-30 12 0 
-37 15 0 
-30 -43 0 
34 -46 0 
22 49 1 
30 42 1 
36 -13 1 
-31 -39 0 
23 36 1 
27 30 1 
38 38 1 
29 -13 1 
39 38 1 
20 34 1 
21 -42 0 
-40 -45 0 
31 -50 0 
30 -43 0 
-21 45 1 
-36 47 1 
40 40 1 
-22 -41 0 
26 33 1 
-29 40 1 
-36 -47 0 
36 30 1 
-29 -44 0 
30 -45 0 
32 -45 0 
34 47 1 
-20 -44 0 
31 -49 0 
-33 10 0 
30 -46 0 
26 39 1 
-39 50 1 
40 43 1 
-35 49 1 
23 -35 0 
-24 -42 0 
-28 -30 0 
-22 11 0 
35 43 1 
27 44 1 
40 46 1 
-31 14 0 
-40 50 1 
30 -19 1 
26 48 1 
34 45 1 
-24 -32 0 
26 33 1 
26 33 1 
-22 40 1 
-35 19 0 
-21 42 1 
20 -48 0 
-31 -40 0 
31 49 1 
-28 15 0 
34 -47 0 
-34 -48 0 
-27 15 0 
-37 -37 0 
35 35 1 
27 34 1 
36 -48 0 
40 -30 1 
23 -47 0 
-36 -30 0 
25 -49 0 
-37 -42 0 
-29 12 0 
-30 -44 0 
-23 47 1 
39 -23 1 
27 31 1 
-21 -40 0 
27 -38 0 
29 46 1 
35 -48 0 
30 32 1 
38 39 1 
-36 -43 0 
-24 -35 0 
-26 -30 0 
-31 -39 0 
21 -50 0 
-31 -46 0 
-27 -35 0 
31 43 1 
-23 39 1 
-24 -40 0 
-31 16 0 
20 -41 0 
36 -25 1 
27 44 1 
-27 40 1 
-26 50 1 
-20 35 1 
-38 -43 0 
-35 -32 0 
-27 -48 0 
-22 -39 0 
-23 45 1 
-38 -38 0 
-22 10 0 
-21 -41 0 
35 -15 1 
39 -12 1 
-24 -45 0 
-32 16 0 
-25 14 0 
33 -50 0 
-21 -31 0 
-24 50 1 
35 -46 0 
34 -48 0 
-23 -38 0 
35 47 1 
-24 38 1 
-33 21 0 
23 43 1 
39 -13 1 
25 -43 0 
-24 -36 0 
-23 -42 0 
-38 48 1 
-34 -48 0 
27 -49 0 
-35 -35 0 
37 -15 1 
20 -47 0 
-20 49 1 
37 -12 1 
24 -13 1 
-26 -40 0 
22 -42 0 
-28 -46 0 
-29 -48 0 
25 44 1 
-35 -44 0 
-31 -48 0 
-32 -47 0 
33 -16 1 
25 -42 0 
-31 12 0 
-26 -39 0 
-40 -43 0 
-40 -42 0 
29 -47 0 
38 -21 1 
-31 46 1 
-20 -37 0 
-38 -46 0 
-30 -37 0 
-40 20 0 
-37 15 0 
-32 50 1 
34 -48 0 
38 -20 1 
22 -48 0 
32 -22 1 
-32 -37 0 
-35 18 0 
32 44 1 
-39 27 0 
-23 -46 0 
-31 -41 0 
-36 -30 0 
21 -47 0 
23 34 1 
31 -20 1 
25 47 1 
26 40 1 
22 -12 1 
24 -41 0 
-24 -33 0 
26 30 1 
-32 -45 0 
-30 -47 0 
-25 43 1 
37 -26 1 
-26 46 1 
-39 -33 0 
34 -18 1 
-30 -41 0 
22 41 1 
35 -47 0 
23 -38 0 
-40 -31 0 
-35 -36 0 
39 -18 1 
-40 -47 0 
-34 48 1 
-35 24 0 
-23 -39 0 
31 -13 1 
-35 -44 0 
23 -42 0 
31 -19 1 
-34 50 1 
-27 -44 0 
-25 50 1 
-20 39 1 
22 -33 0 
-39 28 0 
33 48 1 
-21 -40 0 
-29 -36 0 
-26 10 0 
22 -35 0 
34 -50 0 
-20 -30 0 
25 -11 1 
-32 -33 0 
30 -43 0 
-26 47 1 
-26 -31 0 
22 40 1 
-24 -49 0 
-39 -36 0 
21 43 1 
-25 -41 0 
-31 -33 0 
-30 44 1 
-23 40 1 
-32 -44 0 
22 49 1 
-22 35 1 
31 39 1 
29 36 1 
-29 -46 0 
-37 -30 0 
36 -48 0 
28 -17 1 
32 35 1 
28 44 1 
32 -11 1 
31 42 1 
-26 15 0 
29 -18 1 
38 31 1 
-29 -41 0 
-22 -41 0 
-34 49 1 
32 -47 0 
-38 -30 0 
-30 -39 0 
-21 -47 0 
30 -19 1 
-31 44 1 
-31 10 0 
25 45 1 
-34 -34 0 
40 42 1 
39 -13 1 
-36 -43 0 
-30 -32 0 
-20 -33 0 
21 -46 0 
27 47 1 
36 -47 0 
23 -42 0 
-38 19 0 
-24 41 1 
40 -25 1 
34 -16 1 
29 37 1 
-32 17 0 
-30 -50 0 
-40 17 0 
-29 -33 0 
36 33 1 
40 45 1 
35 47 1 
-26 -36 0 
-28 15 0 
-29 40 1 
-25 -36 0 
-27 -34 0 
-30 -43 0 
-26 50 1 
-35 22 0 
-39 27 0 
24 -12 1 
40 38 1 
-39 -43 0 
-34 14 0 
-27 46 1 
-22 -31 0 
-28 38 1 
32 47 1 
25 -37 0 
39 -26 1 
21 48 1 
-40 12 0 
-24 -32 0 
-37 -49 0 
40 49 1 
33 38 1 
31 -44 0 
-36 -34 0 
-20 -46 0 
-30 16 0 
-36 13 0 
39 34 1 
-37 -36 0 
30 -10 1 
20 43 1 
-23 33 1 
-27 -30 0 
30 -16 1 
21 -49 0 
26 -12 1 
-25 45 1 
-34 16 0 
39 -50 0 
-21 -33 0 
-36 19 0 
38 -12 1 
-36 -31 0 
-39 -48 0 
29 -50 0 
34 32 1 
-32 17 0 
24 -12 1 
-33 49 1 
-20 -43 0 
-33 50 1 
-35 -30 0 
33 49 1 
29 -12 1 
24 31 1 
-38 10 0 
-31 -47 0 
-28 48 1 
-36 14 0 
-35 -31 0 
21 -38 0 
-35 45 1 
22 38 1 
-27 -40 0 
-32 -42 0 
-25 -47 0 
-40 -45 0 
29 35 1 
37 -18 1 
-25 45 1 
-38 50 1 
-35 10 0 
21 30 1 
28 32 1 
-25 42 1 
-40 -32 0 
-25 35 1 
20 -45 0 
-40 -49 0 
-28 42 1 
30 43 1 
29 39 1 
39 -24 1 
-25 38 1 
-26 -40 0 
-27 47 1 
-32 43 1 
-23 34 1 
37 50 1 
29 -14 1 
-25 -40 0 
-26 -38 0 
-24 12 0 
-31 -33 0 
32 -13 1 
30 42 1 
-23 12 0 
28 45 1 
-32 20 0 
22 -43 0 
29 43 1 
-38 -45 0 
-38 49 1 
-29 16 0 
40 43 1 
-21 32 1 
26 38 1 
-37 47 1 
-33 12 0 
36 -25 1 
33 47 1 
35 47 1 
29 -49 0 
40 -18 1 
23 33 1 
34 -13 1 
28 44 1 
22 46 1 
-38 -34 0 
23 40 1 
-23 -39 0 
34 44 1 
-25 50 1 
-27 -45 0 
-26 -43 0 
-23 -43 0 
-24 -33 0 
26 -48 0 
-22 -37 0 
26 -49 0 
33 -14 1 
-27 -50 0 
25 36 1 
36 -17 1 
-39 11 0 
-37 20 0 
-35 -45 0 
-30 -50 0 
-32 21 0 
22 31 1 
22 -38 0 
-34 12 0 
31 -48 0 
-34 -37 0 
-24 -45 0 
-35 -49 0 
34 36 1 
-28 -31 0 
-30 -42 0 
30 42 1 
-27 43 1 
-40 13 0 
-32 -38 0 
-21 34 1 
38 -21 1 
-22 -34 0 
24 -50 0 
-21 50 1 
-37 -44 0 
-39 24 0 
29 -49 0 
37 -27 1 
38 -16 1 
27 -50 0 
28 38 1 
26 -11 1 
39 -15 1 
-23 36 1 
-25 13 0 
39 43 1 
-27 50 1 
-27 -50 0 
27 41 1 
-37 24 0 
-34 45 1 
-20 -40 0 
-29 11 0 
-22 43 1 
36 -25 1 
36 33 1 
-22 -48 0 
40 30 1 
-30 14 0 
-30 19 0 
22 32 1 
24 46 1 
-35 -35 0 
34 -49 0 
-23 -38 0 
26 38 1 
-40 -44 0 
-34 -49 0 
40 -10 1 
29 -40 0 
-28 42 1 
31 -47 0 
-30 -36 0 
-26 -39 0 
20 -46 0 
-27 15 0 
-31 -33 0 
30 47 1 
28 44 1 
-30 -34 0 
26 -50 0 
-27 13 0 
-23 42 1 
-28 45 1 
22 39 1 
-28 -35 0 
-40 22 0 
38 -17 1 
-22 -37 0 
27 -48 0 
-34 49 1 
35 41 1 
-34 -45 0 
33 39 1 
36 -47 0 
-36 47 1 
-34 -44 0 
-33 20 0 
-30 47 1 
-36 20 0 
-23 -34 0 
-39 20 0 
-34 -43 0 
-22 40 1 
-31 10 0 
-34 -42 0 
-22 -48 0 
35 -15 1 
-37 -42 0 
-31 -44 0 
26 -43 0 
-32 12 0 
25 45 1 
-22 42 1 
-26 40 1 
24 -43 0 
39 -26 1 
40 -17 1 
-27 46 1 
39 46 1 
-34 45 1 
27 40 1 
33 38 1 
27 31 1 
39 -20 1 
35 34 1 
-29 -30 0 
-30 41 1 
-25 -37 0 
-27 -44 0 
-37 21 0 
-36 18 0 
-34 17 0 
-39 -38 0 
-20 -45 0 
35 -18 1 
-21 -35 0 
25 -37 0 
-36 -38 0 
30 -16 1 
25 -40 0 
38 -23 1 
-23 -40 0 
34 -50 0 
-33 -49 0 
-34 -36 0 
-34 -48 0 
-30 -50 0 
35 -47 0 
-32 17 0 
-37 -41 0 
-40 28 0 
26 -42 0 
-22 -34 0 
-22 32 1 
-24 36 1 
36 38 1 
-25 37 1 
25 30 1 
-37 19 0 
-36 -36 0 
21 -37 0 
31 -17 1 
-26 45 1 
-21 -30 0 
-30 -42 0 
-25 -32 0 
-36 15 0 
-40 21 0 
-40 -33 0 
-22 40 1 
33 -23 1 
37 47 1 
30 40 1 
32 -13 1 
40 -18 1 
25 -46 0 
24 37 1 
25 49 1 
-34 18 0 
-32 45 1 
26 -43 0 
-20 47 1 
21 -44 0 
33 40 1 
29 -41 0 
28 32 1 
-39 -50 0 
-29 -32 0 
-22 35 1 
-35 18 0 
22 -43 0 
35 -10 1 
25 -49 0 
-39 -46 0 
-31 -34 0 
-39 -39 0 
27 -17 1 
-21 -37 0 
-37 -48 0 
39 -19 1 
40 -22 1 
20 -49 0 
-20 -34 0 
-25 -35 0 
-38 23 0 
-36 -37 0 
-26 38 1 
22 36 1 
25 44 1 
23 -10 1 
-22 -39 0 
-26 48 1 
40 -24 1 
39 32 1 
-29 -43 0 
-21 -44 0 
25 40 1 
38 -24 1 
-29 14 0 
39 46 1 
35 42 1 
-23 49 1 
32 -50 0 
39 30 1 
-26 39 1 
34 32 1 
32 -20 1 
28 45 1 
24 41 1 
37 -13 1 
23 33 1 
-38 13 0 
28 35 1 
25 -48 0 
-35 49 1 
30 -50 0 
28 33 1 
-34 -35 0 
38 37 1 
-26 -34 0 
26 -13 1 
-24 42 1 
25 41 1 
38 -23 1 
35 -49 0 
-28 -31 0 
-32 44 1 
27 35 1 
-30 -46 0 
-30 16 0 
-22 -39 0 
20 30 1 
29 42 1 
20 -47 0 
29 -15 1 
25 -45 0 
-37 -38 0 
-32 -33 0 
20 -48 0 
-28 17 0 
-23 -45 0 
-33 18 0 
30 50 1 
-21 -37 0 
-20 -42 0 
21 46 1 
34 41 1 
-24 40 1 
-34 -42 0 
-33 -35 0 
39 -15 1 
-20 35 1 
25 -44 0 
-39 -47 0 
31 42 1 
34 -21 1 
-33 22 0 
29 34 1 
-34 -34 0 
-20 -50 0 
24 -11 1 
-28 43 1 
-33 15 0 
-38 -44 0 
26 -15 1 
39 -17 1 
40 45 1 
37 47 1 
38 -10 1 
-28 40 1 
-23 -32 0 
26 -11 1 
-30 13 0 
31 40 1 
23 -12 1 
-24 43 1 
-36 11 0 
-36 12 0 
-38 -33 0 
-38 10 0 
-21 35 1 
-35 -47 0 
-39 -30 0 
-28 42 1 
-39 -35 0 
-26 -41 0 
-40 19 0 
-26 -48 0 
30 -48 0 
20 37 1 
30 43 1 
20 -42 0 
21 -50 0 
-32 16 0 
31 -16 1 
-33 12 0 
-40 12 0 
26 35 1 
-21 -45 0 
-20 47 1 
33 -47 0 
39 -28 1 
-37 -31 0 
39 -26 1 
29 -45 0 
33 -11 1 
39 -25 1 
38 30 1 
22 -48 0 
-37 -37 0 
-25 10 0 
24 41 1 
-22 39 1 
29 -42 0 
-20 39 1 
-40 -33 0 
-23 40 1 
-28 -48 0 
-21 -49 0 
31 34 1 
35 32 1 
28 -11 1 
-22 38 1 
-33 17 0 
23 -45 0 
21 48 1 
30 -50 0 
32 44 1 
34 -48 0 
-26 49 1 
34 -13 1 
40 39 1 
37 50 1 
-23 -49 0 
39 -23 1 
-24 -48 0 
29 -45 0 
-28 -37 0 
40 -25 1 
-35 45 1 
-32 -45 0 
-38 -42 0 
-23 48 1 
36 39 1 
-24 43 1 
-30 48 1 
-39 13 0 
21 31 1 
31 31 1 
24 -38 0 
-39 -39 0 
-28 -42 0 
34 -24 1 
-24 -31 0 
24 -43 0 
-21 32 1 
-20 44 1 
23 -10 1 
-38 20 0 
21 -44 0 
-38 -33 0 
-25 -44 0 
28 -15 1 
-32 10 0 
-39 -33 0 
32 -48 0 
23 -35 0 
-30 13 0 
-22 -49 0 
-28 38 1 
31 -15 1 
26 45 1 
21 44 1 
39 -19 1 
-21 -38 0 
-26 -34 0 
-40 -40 0 
-36 14 0 
-36 -44 0 
30 45 1 
-24 -32 0 
-28 -43 0 
-37 -32 0 
-22 42 1 
39 -19 1 
30 32 1 
-39 -38 0 
22 -38 0 
23 -12 1 
35 46 1 
37 -12 1 
40 -24 1 
29 -17 1 
33 -49 0 
30 -42 0 
-26 48 1 
-20 -45 0 
24 43 1 
37 -19 1 
-24 -35 0 
-34 16 0 
24 36 1 
-38 26 0 
-38 18 0 
-26 43 1 
23 41 1 
39 -15 1 
-21 -36 0 
36 41 1 
-37 -35 0 
36 -26 1 
-22 37 1 
25 30 1 
-27 37 1 
-28 40 1 
23 32 1 
-21 42 1 
-21 -42 0 
-25 37 1 
-37 17 0 
21 -42 0 
-33 -49 0 
32 42 1 
24 -41 0 
23 41 1 
-23 33 1 
29 46 1 
31 36 1 
35 -19 1 
28 40 1 
40 -30 1 
31 34 1 
-22 -47 0 
-33 43 1 
39 49 1 
31 -17 1 
-28 45 1 
-24 39 1 
-31 -39 0 
29 46 1 
-23 42 1 
-33 20 0 
-40 -47 0 
-33 -36 0 
-25 -39 0 
22 45 1 
-35 -35 0 
23 43 1 
-31 13 0 
39 38 1 
27 33 1 
20 -33 0 
-34 20 0 
-20 32 1 
-21 37 1 
28 -39 0 
-23 -43 0 
27 34 1 
25 31 1 
21 -40 0 
-21 -34 0 
34 -47 0 
26 31 1 
-27 40 1 
35 -15 1 
-30 -48 0 
-22 -42 0 
-30 15 0 
38 -26 1 
27 40 1 
32 -48 0 
-39 -45 0 
37 40 1 
-40 -34 0 
40 41 1 
34 -48 0 
-21 -40 0 
34 -45 0 
-31 -34 0 
-28 -37 0 
29 -18 1 
37 -21 1 
-38 -35 0 
36 -14 1 
32 -49 0 
-34 46 1 
-32 -38 0 
-28 48 1 
-37 10 0 
-29 18 0 
32 43 1 
-27 -42 0 
20 43 1 
-37 -36 0 
24 46 1 
-22 -40 0 
40 -15 1 
-20 -40 0 
34 -14 1 
39 -20 1 
30 35 1 
33 -45 0 
25 -46 0 
-25 -32 0 
-24 -35 0 
23 35 1 
-22 -37 0 
27 -12 1 
33 -23 1 
-27 -42 0 
-26 -37 0 
-37 -38 0 
-20 31 1 
-40 -34 0 
-25 -32 0 
35 -13 1 
39 -15 1 
27 33 1 
20 45 1 
28 -47 0 
-22 -32 0 
-30 -47 0 
30 49 1 
30 36 1 
20 42 1 
-39 16 0 
-20 41 1 
33 49 1 
-28 10 0 
-24 50 1 
-40 -43 0 
-36 21 0 
-25 -48 0 
38 -13 1 
24 -12 1 
26 -44 0 
-28 38 1 
21 -35 0 
26 -39 0 
-33 -30 0 
-36 46 1 
-38 -50 0 
-35 -38 0 
-27 37 1 
25 -42 0 
-26 14 0 
-31 -49 0 
33 -17 1 
-30 -31 0 
-33 14 0 
-32 14 0 
27 -46 0 
23 -47 0 
29 -13 1 
-31 47 1 
-20 -35 0 
28 -15 1 
38 46 1 
39 50 1 
34 35 1 
39 47 1 
36 -24 1 
-25 -50 0 
28 -15 1 
34 35 1 
-34 -50 0 
34 31 1 
-24 -37 0 
-21 -33 0 
-24 -49 0 
-33 -34 0 
-31 -43 0 
-21 48 1 
25 48 1 
28 -13 1 
-31 10 0 
-21 31 1 
32 40 1 
22 -50 0 
28 45 1 
-33 22 0 
-32 20 0 
-35 15 0 
-22 48 1 
-35 -38 0 
-31 19 0 
-21 -31 0 
-26 15 0 
-28 -38 0 
-37 -37 0 
-39 12 0 
-31 10 0 
-24 49 1 
34 -20 1 
-27 43 1 
-28 39 1 
26 -49 0 
-27 50 1 
-32 10 0 
-33 -36 0 
37 34 1 
-33 12 0 
34 49 1 
27 -13 1 
34 -16 1 
-33 -43 0 
25 -39 0 
31 -13 1 
-36 -33 0 
-28 -37 0 
-31 16 0 
20 43 1 
-37 -46 0 
-25 13 0 
23 45 1 
-39 -31 0 
29 38 1 
-26 -32 0 
22 45 1 
34 35 1 
37 -22 1 
-33 22 0 
-36 -39 0 
25 -47 0 
25 33 1 
26 -41 0 
-21 -40 0 
-36 25 0 
-40 23 0 
33 44 1 
-38 22 0 
-38 16 0 
-26 -42 0 
36 -48 0 
-30 10 0 
-27 39 1 
36 37 1 
29 36 1 
36 -48 0 
26 48 1 
-33 -30 0 
28 -14 1 
-20 -45 0 
-36 -48 0 
-20 38 1 
-27 39 1 
34 -16 1 
-35 24 0 
-34 -30 0 
-28 38 1 
-35 14 0 
38 -17 1 
28 31 1 
-23 35 1 
-20 49 1 
-26 -35 0 
30 37 1 
-25 46 1 
28 -10 1 
39 37 1 
-25 -44 0 
-35 -31 0 
-26 49 1 
34 -19 1 
-31 44 1 
40 41 1 
36 37 1 
-32 -47 0 
39 42 1 
-39 14 0 
27 50 1 
-36 48 1 
25 40 1 
-36 19 0 
-37 -41 0 
-28 43 1 
-37 -32 0 
-29 -40 0 
30 39 1 
33 39 1 
21 -39 0 
-31 -40 0 
-21 -45 0 
38 50 1 
-22 32 1 
30 -45 0 
38 -27 1 
25 43 1 
-29 44 1 
-38 48 1 
-24 -42 0 
-31 -42 0 
-27 -31 0 
-37 20 0 
39 -23 1 
36 39 1 
29 50 1 
-40 24 0 
-27 -31 0 
36 48 1 
-23 36 1 
-29 -38 0 
-22 -46 0 
39 -15 1 
-34 11 0 
-20 -43 0 
32 -18 1 
-36 -30 0 
22 -45 0 
39 49 1 
-26 49 1 
28 50 1 
-24 35 1 
36 -21 1 
40 -21 1 
-35 -46 0 
39 -18 1 
-24 -37 0 
-37 -40 0 
32 47 1 
-27 -39 0 
33 -10 1 
-36 -30 0 
-22 -45 0 
-23 -47 0 
-25 36 1 
-35 -40 0 
24 -11 1 
35 -12 1 
-28 46 1 
22 48 1 
-33 -33 0 
-21 -33 0 
39 -27 1 
24 -12 1 
-36 -34 0 
-25 35 1 
-36 15 0 
36 40 1 
-25 45 1 
-27 14 0 
-30 47 1 
-26 -38 0 
37 43 1 
36 -22 1 
-28 -38 0 
-31 -44 0 
33 32 1 
-25 48 1 
30 -47 0 
-34 -30 0 
-25 -35 0 
-39 -41 0 
21 39 1 
-36 -48 0 
-37 50 1 
26 37 1 
27 42 1 
-34 -50 0 
25 43 1 
25 42 1 
-38 -47 0 
-25 14 0 
-27 -43 0 
34 30 1 
-38 -48 0 
-27 -32 0 
-36 -31 0 
29 -13 1 
-38 -41 0 
24 -13 1 
-22 -50 0 
28 -14 1 
-37 -31 0 
-31 50 1 
-25 44 1 
31 35 1 
-29 15 0 
-33 48 1 
-27 -31 0 
37 -26 1 
-31 -49 0 
34 43 1 
-24 37 1 
-28 49 1 
-25 39 1 
-30 10 0 
28 -43 0 
-28 -45 0 
23 -39 0 
-31 -33 0 
-27 45 1 
-20 -31 0 
28 -46 0 
32 -50 0 
-22 43 1 
38 -49 0 
30 -41 0 
32 -50 0 
-20 -46 0 
40 -25 1 
-38 22 0 
-37 49 1 
29 -13 1 
21 -33 0 
21 -11 1 
-37 -32 0 
-27 -38 0 
-33 -30 0 
-34 -39 0 
23 -48 0 
-33 -30 0 
-28 -31 0 
-33 -45 0 
-34 -41 0 
-28 38 1 
-37 20 0 
25 -10 1 
-28 -37 0 
-23 43 1 
21 34 1 
